Word,Languages,Example
wotsch,Bärndütsch,yeah lo leduc baby du fingsch üs zwüsche mani matter u mani mäders aha yeah u si seit momou es geitmr u momou das gsehtme si seit si chönn nid chlage u das gsehtmere so öppis vo a momou das gsehtmere a yeah momou das gsehtmä momou das gsehtmä si seit si chönn nid chlage u ds gsehtmere so öppis vo a ey yo das gsehtmere a yeah yeah ja lug seisch du mir nüt se seisch du mir me u drum redisch du wines buech u di chöi nid rede u du chaschs o nid weu eigentlech geits dr ja guet s isch eigentlech agnähm ds land isch weich wine matte du geisch meischtens id ferie wos hert isch si redet vo tämperamänt dert chönn si so angers si s sig aus so luut u aus vou musig s fändsi schad ar schwiiz klar klar solang s nid ihre nachbar isch solang nid eine näbe ihre imne tram mau sitzt u du bisch immer am strahle bi dir isch immer nur früehlig doch wo numeno d sunne schint isch meischtens wüeschti u dir düet iz so aus wäred dir amene strand ide ferie aber nume totächöpf lache ewig säg mir warum düet sir so fröhlech momou mä gsehtnechs doch a ey yo dir söttet ämau öii gsichter gseh we dir redet mitem nachbar u dir söttet ämau öii gsichter gseh we dir we dir liget am strand mou me gsehtnechs doch a momou me gsehtnechs doch a u wemesech het gseh de seitme me gsehtsech obwouh is nid so gseh mit dir aber i weiss du bisch sone liebi u nätti wüu du ja immer so lächlisch doch i weiss ds isch eilech igmeisslet o we du ke stei schrissisch o we du nur seisch easy du luegsch uf d uhr u seisch es heigdr z viu struktur hie klar solang d empfang für dis handy hesch solang di zug no ke verspätig het u weni di gseh rümpfi nid d nase o wemernis nid chöi schmöcke du verzeuschmr de öppe irgendöppis über irgendöpper aber nüt persönlechs i bi nid dis tagebuech u we du seisch dir geits ja so guet de lost dir ja sofort kenä me zue wüu ds geit hie nachem motto dasch nume smalltalk wotsch ja o nid säge lug es schisst mi so öppis vo a momou es schisst mi so a säg mir warum düet dir so fröhlech säg mir warum momou mä gsehtsnech doch a oh mou mä gsehtnächs doch a ey yo dir söttet ämau öii gsichter gseh we dir redet mitem nachbar u dir söttet ämau öii gsichter gseh we dir we dir liget am strand mou me gsehtnechs doch a momou me gsehtnechs doch oh mou ds gsehtmenech a u mä gsehtnäch ds a ey lu mä gsehtnäch ds a si säge s gsehtmä dr a u i säge merci viu mau oh ds gsehtmere a si seit si chönn nid chlage ah o we si no so gärn möcht u ds gsehtmere so öppis vo a
wott,Baseldytsch Züritüütsch Bärndütsch,es isch aso e vilbändigs wüsseschaftlich uusgschaffets w rch wo ali woort und bidüütige wott ha wo byspilsätz bringt wo wän imer mügli d sachkultur au mit ine nimt und wo d gschicht vo de woort und de bidüütigen erchl rt 
wou,Bärndütsch,frag me nid steff la cheffe vögu zum geburtstag savez vous comment was savez vous comment was savez vous comment was savez vous frag me nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus frag me nid wou wenn i mau loslege wenn i di volltexte das chasch der nid vorstelle liire der d birre voll fiire die egoshow zie der ie di frou füehrt ihre monolog ha these u idee aber keni vo dene löst irgend es problem frag me nid j comprends pas bi o numme touris i dem bordelle quoi bi o nur e tubu wo chli nonsens lallt i ha o ke plan lueg i tue nur so würke souverän wöu das ghört zu dr show hei i bi scho interessiert und informiert aber bi nid so vom fach ha das nid studiert ja und üsi sicht die isch eh so beschränkt wär cha scho richte was wahr isch u rächt frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig isch doch mir glich ha ke ahnig chume chume nid drus sie frage gäng sgliche hei schlächt recherchiert lueg i mire bio wie mä cheffe buechstabiert i verzeue gängs gliche bis langsam leid sie plapperes no nache so wie papagei und i verzeue no viel we dr tag läng isch verzeue nid immer was agnähm isch i cha säge was i wott sie presses glich so dass es schlagziile macht und säch besser verchouft sie wei immer no wüsse wie das sig aus frou i dem männerdominierte hiphop zoo merci i cha me ned beschwäre über fählende erfolg aber i würd lieber rede über ds läbe und der tod über musig u vögel u läse u choche löffeli verbiege verschwörigstheorie steue mi dumm und i schalte uf durzug säge säge nüt säge chume chume nid drus savez vous comment was savez vous comment was savez vous comment was savez vous frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus frag me nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid frag mi nid ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus ha ke ahnig ha ke ahnig ha ke ahnig chume chume nid drus 
wouche,Bärndütsch,u mir spile viu zweni räuber u poli doch chum mit mir use wüu zspät isches no ni u mir si doch aui no so giele gägä modi u plötzlech si si müettere u mir si vättere u mir hei gmeint es wird sech nie verändere chum mir gö ga gängele chum mir gö ga gängele u du hesch gmeint es wird sech aus verändere aber i gseh di gängele i gseh di gängele i chume usm wouche wie watte mi chopf so gross wie d hand vo mim vatter lug i wachse uf mir si bärns vorort chinder inere zit wo bond i fiume nume sowjets killt het mini wäut isch mis quartier mini zuekunft geit bis morn so viu tröim im chopf im gurt e chäpslipistole schiess uf unsichtbari gägner i frömde gärte u zwar so lang bis mir wieder vertribe wärde nime när e glimmstängu us dr brusttäsche vom gilet blase cool dr zuckerstoub us dr chätschgumi zigi ume mit de jungs nume ja keni meitschi u we du meinsch du bisch besser aus mir u itze meinsch di du geisch i kitchener i ga kitche i ga schutte u du geisch ga ritte lose fu u bee gees hanes spiderman t shirt chilles am sunnti morge i mim blau wisse pischi loufsch du mini füessabdrück zrügg chunsch du i d länggass i ha lehre schwümmä a dr küste vo bern mann doch immer no ni wük trocke hinger de ohre es chunnt mr vor aus wärs vorhär fast forward spuele zrügg schäri stei papier und i weiss i gwinne immer einisch meh aus dir ah nei gotteszau mau meh u es duet dr bau aus weh wüu i mach di ni kaputt nei wüu i di scho kaschrotte u i ha ke schrot i miner pischere doch bischere entcho de catche di chäpsli di morn i ha dä chätschi so rot di zähn no so wiss wüu di si no nöi ds libli zu de chnöi dä bau unger mim arm schlagzügschlegu i dä häng wüu yeah i ha di band aus wär i ha dä spitzeblattereflow mit sibni scho ill gsi aso lüt doch ni am luc a chum cho lüte sch gschider
wuche,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,und sit vile jaar schrybt er i der aargauer zytig all ander wuche di woortgschichtlich kolumne auf ein wort 
wuchen,Baseldytsch Züritüütsch Bärndütsch,scho im früelig isch er en richtige redakter woorde hät aber i säbem jaar vil gf lt wil er wuchen i s milit r hät müese 
wuet,Baseldytsch Züritüütsch Bärndütsch,gröösseri und wichtigeri woortfamilie won er im wöörterbuech abghandlet hät sind öppe trotten w ben w g wol tag wan wand ge wand winken w rben mit ge w rben w rffen w sen w t wuet und z del 
wulche,Züritüütsch Bärndütsch,dr huusberg vo de luzerner isch dr pilatus mit ere seilbahn und mit ere zaaradbahn erreichbar oft aber leider i de wulche verschteckt 
wulke,Baseldytsch Bärndütsch,dr jauslin het gärn mit akwarellfarbe gmoolt sini bilder umfasse daarstelligen wo d farbe konvenzionell näbenenander ufdräit si und au sonigi wo d farbe inenander fliesse d bilder häi mäistens chlini format und zäige näbe seenswärte aasichte wie burge und schlösser au unschiinbari sache wie s laub vom ene baum wulke oder stäi am ene flussufer die daarstellige si dr öffentligkäit kuum bekannt gsi 
wurd,Baseldytsch Bärndütsch,bis het sich nid vil dra veränderet bis dr bärewirt und dr stärnewirt verlangt hai ass me die beide dürmli im hof wurd abrisse wil si mit ihre wiiwäge wägen e en umwäg hai miesse mache 
wurum,Züritüütsch Bärndütsch,das isch aber au de grund gsy wurum er so gly wider vom wöörterbuech ew gg isch und d stell em emil abegg überlaa hät zwee prüeff näbetenand sind em z vill gsy 
wurzu,Bärndütsch,itz mau haubläng i gottes name uf au fäu dür z band wäg ä rote fade länge wäg dür d erfahrig prägt gseh ke sorgefaute wöu mer dr chopf über wasser bhaute ke songs für d masse aute so chasch klass erhaute leischte eigeschtaändigi arbeit zeige z bärn was aschteit i hoffe itz heit dr ändlech klarheit ds aubum isch nid meh aus e tropfe ufe heiss schtei chasch üs nid stoppe das de bscheid weisch wurzu füüf wir rocke bis id ewig keit mau offe u ehrlech gseit sch asichtssach doc häbä fakt isch das momentan geit üsi lp übere ladetisch ab das isch e leischtigsuswis muesch nid uf z prestige uswiche wöu mer meischtens druf schisse meine gnue krisesitzige hinger üs doch was zeut üse schäiss nid us dr luft griffe is chlinschte detail usgschliffe stäh no frage im ruum auso gönn dr ds aubum de hesch style u gnue begriffe bisch ou so gsinnt i liebes rough u sec niet u nagufescht verreckt mer dr text ab ischs immer z blofi wo schpinnt mach z hobby zum bruef geng hocker i klubs wi grosis im tram meh homies ir crew aus promis im land profis am start tüftler am wärk ab füfzg prozänt vom schwizer rap wird mer würklech fürchterlech schlächt bürge für das woni säg ke hürde im wäg we di bücksch für z gschäft de wirsch no hüt kläpft du schtück dräck wo drückt dr schue geisch besser zrügg id schueu oder dünkts mi nur rappsch wi dorfhomies z lützuflüe wurzu füüf z tüe vom morge früe bis tief id nacht flissig bir sach z textbuech im schliessfach blibe wach s het viufach viufrase ir nachbarschaft dringende tatverdacht dä part wo du rappsch ha ig vor jahre bracht u itz no frage uf lager i warte versager chum erschpar dr dis glabber bisch ou so gsinnt i liebes rough u sec niet u nagufescht verreckt mer dr text ab ischs immer z blofi wo schpinnt mach z hobby zum bruef geng hocker i klubs wi grosis im tram meh homies ir crew aus promis im land profis am start tüftler am wärk ab füfzg prozänt vom schwizer rap wird mer würklech fürchterlech schlächt bürge für das woni säg ke hürde im wäg we di bücksch für z gschäft de wirsch no hüt kläpft du schtück dräck wo drückt dr schue geisch besser zrügg id schueu oder dünkts mi nur rappsch wi dorfhomies z lützuflüe wurzu füüf z tüe vom morge früe bis tief id nacht flissig bir sach z textbuech im schliessfach blibe wach s het viufach viufrase ir nachbarschaft dringende tatverdacht dä part wo du rappsch ha ig vor jahre bracht u itz no frage uf lager i warte versager chum erschpar dr dis glabber diens weisch was i ha ghört i weiss s wird viu verzeut i kennes bi dra gwöhnt doch es dr kene was gönnt het nur dr wiue verschtercht zwifu mit me lächle verdout und üs imstiue beredt weiss was im rappe louft dr mänge gärn d wägä verbout sch üblech i däm gschäft so viu übutäter wo sech überbewärte so ds mängem nüm trousch si rede nur drvo was vo ihne nächschtens erfougt glägentlech louft und rächne mit rächtem erfoug kiffe sech d bire vou räppä zwo sätz bis es sech widerhout u meine so verhäbt scho e track nüt gäg weed doch chunnt me nid mit hängä vorwärts s längt nid bis öppis härgit ischs e länge prozäss aber was söus i dänk mer churz fahret zur h üouml u schnäu vergässe ha glert mi a mir säuber z mässe besser worde wott no besser wärde gibe aus egau wiviusch nuer e wiuensfrag hey üsi zyt isch cho bi überzügt drvo heit dr no frage au wo gmeint hei wurzu füüf sig tod bisch ou so gsinnt i liebes rough u sec niet u nagufescht verreckt mer dr text ab ischs immer z blofi wo schpinnt mach z hobby zum bruef geng hocker i klubs wi grosis im tram meh homies ir crew aus promis im land profis am start tüftler am wärk ab füfzg prozänt vom schwizer rap wird mer würklech fürchterlech schlächt bürge für das woni säg ke hürde im wäg we di bücksch für z gschäft de wirsch no hüt kläpft du schtück dräck wo drückt dr schue geisch besser zrügg id schueu oder dünkts mi nur rappsch wi dorfhomies z lützuflüe wurzu füüf z tüe vom morge früe bis tief id nacht flissig bir sach z textbuech im schliessfach blibe wach s het viufach viufrase ir nachbarschaft dringende tatverdacht dä part wo du rappsch ha ig vor jahre bracht u itz no frage uf lager i warte versager chum erschpar dr dis glabber
wyss,Baseldytsch Züritüütsch Bärndütsch,es byspiil de flussname kander chund umbistritte vo voorröömisch kando wyss nach de mäinig von mäischte nach de hele farb vom wasser 
wysse,Baseldytsch Züritüütsch Bärndütsch,er isch a zwäi wysse pfyler wo s gwölb träged aapout 
wyt,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,syni tokteraarbet isch näbet em leerauer wöörterbuech vom jakob hunziker bis wyt i di zwäit helfti vom zwänzgischte jaarhundert ine der äinzig bytraag zun aargauer tialäkt gsy 
wyter,Baseldytsch Züritüütsch Bärndütsch,au nachanen isch er na über zää jaar lang wyter wüsseschaftlich aktyv gsy 
wytere,Baseldytsch Züritüütsch Bärndütsch,am septämber schrybt er em staub en eerschte brief im jäner läit er em scho e groosses projäkt voor was er ales well mache zeerscht e fast einfaches vocabolarium unseres dialektes nachane dänn d redesaarte en erwyterig vom vocabular alti woort und oortsnäme e skizze vom wöörterbuech heg er iez scho dänn heg er na e wöörtersamlig vom karl vo deschwande won er wel drinine schaffe e gramatik seg au scho im tue dänn wel er mit em abt vo ängelb rg kontakt uufn das d d mundaart vom chlooschterdoorff uufnämi und de johann ming vom obwaldnische lungere reschpäktyv spööter sarne wel d abwychige vo sym halbkantoon au na dezuetue imene wytere fascht glychzytige brief schickt er scho emaal en eerschti lyschte vo öppe wöörter 
wyteri,Baseldytsch Züritüütsch Bärndütsch,syni dissertazioon wo näbedby gsäit de glych gägestand zum theema ghaa hät wie die vom schoch und e chlyni wyteri tialäktoloogischi schrift von em händ en beschtens rekumidiert 
wyti,Züritüütsch Bärndütsch,in sibezger und achzgerjaar vom jaarhundert isch de winteler wäge d ne bhauptige wo wyti chräis zoge händ wider zimli birüemt woorde 
wäber,Baseldytsch Züritüütsch,wo syn langj rige fründ albert wäber gstoorben isch hät er im sys nanig f rtig projäkt für es züritüütschs wöörterbuech übernaa häts wytergfüert und abgschlosse 
wächsle,Baseldytsch Züritüütsch Bärndütsch,drum hät er welen in leererprueff wächsle und wo n er a de kantonsschuel fescht aagstellt woorden isch hät er d aarbet bim idiotikon uufgg 
wäg,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,wäg de schöne laag am zürisee und em günschtige stüürfuess vo de gmeind freiebach isch bäch en beliebte wohnort 
wägem,Baseldytsch Züritüütsch Bärndütsch,d strassebrugg wo im jaar wägem bou vom chraftwerk rhiisfäldä bout worde isch wird hüt täglich vo tuusige fahrzüüg befahre will si di einzig strasseverbindig is rafzerfäld und über de jestetter zipfäl uf schaffhuuse darstellt 
wägg,Züritüütsch Bärndütsch,im h rbscht isch er dän doch na wägg und zum kaplaan z talew il oder thalwyl wie de matthys sälber der oortsname gschribe hät gwelt woorde 
wägä,Baseldytsch Bärndütsch,s dorf isch ursprynglig uss drei einzelne höf entstande niiderhof mittelhof hinterhof es isch nochem untergang vom kloschter beiwil als teil vor froburgische herrschaft waldeburg an bischof vo und an d stadt basel ko chirchlich hett dr tschoppehof immer zur chillegmein st peter ghört frühner het dr tschoppehof ä eigini primarschuel gha wo vo bis wägä chindermangel het müesä gschlossä wärdä isch t schule wider inemä neue schuelhuus ufgangä am juli hets aber wider nume chinder gha und d schuel het wider müessä gschlossä wärdä hüt si dr chindergarte d real d sekundar und d bwk schuel in oberdorf s gymnasium in liestal 
währed,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,wil es misstrauesvotum i de verfassig vo de schwiiz nöd vorgseh isch chönd bundesröt währed de legislaturperiode nöd us em amt furttaa werde 
